subj,subjLabel,place,placeLabel,coord,birthyear
http://www.wikidata.org/entity/Q704294,Erri De Luca,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1950
http://www.wikidata.org/entity/Q704892,Enzio of Sardinia,http://www.wikidata.org/entity/Q6231,Cremona,Point(10.033333333 45.133333333),1218
http://www.wikidata.org/entity/Q704892,Enzio of Sardinia,http://www.wikidata.org/entity/Q6231,Cremona,Point(10.033333333 45.133333333),1220
http://www.wikidata.org/entity/Q706230,Niccolò Franco,http://www.wikidata.org/entity/Q13437,Benevento,Point(14.783333333 41.133333333),1515
http://www.wikidata.org/entity/Q706230,Niccolò Franco,http://www.wikidata.org/entity/Q13437,Benevento,Point(14.783333333 41.133333333),1515
http://www.wikidata.org/entity/Q707723,Peter of Eboli,http://www.wikidata.org/entity/Q80933,Eboli,Point(15.056388888 40.616944444),1170
http://www.wikidata.org/entity/Q707853,Luigi Tansillo,http://www.wikidata.org/entity/Q52691,Venosa,Point(15.816666666 40.966666666),1510
http://www.wikidata.org/entity/Q993239,Bruno Fattori,http://www.wikidata.org/entity/Q20518,San Giustino,Point(12.183333333 43.55),1891
http://www.wikidata.org/entity/Q1333811,Peter of Pisa,http://www.wikidata.org/entity/Q13375,Pisa,Point(10.4 43.716666666),
http://www.wikidata.org/entity/Q1321578,Gabriele Simeoni,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1509
http://www.wikidata.org/entity/Q1328900,Elia Marcelli,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1915
http://www.wikidata.org/entity/Q1334439,Alessandro Striggio the Younger,http://www.wikidata.org/entity/Q6247,Mantua,Point(10.791111111 45.156388888),1573
http://www.wikidata.org/entity/Q1334915,Emanuele Tesauro,http://www.wikidata.org/entity/Q495,Turin,Point(7.7 45.066666666),1592
http://www.wikidata.org/entity/Q1339279,Tommaso Gargallo,http://www.wikidata.org/entity/Q13670,Syracuse,Point(15.2875 37.069166666),1760
http://www.wikidata.org/entity/Q1340193,Marco Girolamo Vida,http://www.wikidata.org/entity/Q6231,Cremona,Point(10.033333333 45.133333333),1485
http://www.wikidata.org/entity/Q1648973,Margherita Guidacci,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1921
http://www.wikidata.org/entity/Q1668841,Max Tosi,http://www.wikidata.org/entity/Q34554,Villanova Marchesana,Point(11.966666666 45.0),1913
http://www.wikidata.org/entity/Q1671578,Sem Benelli,http://www.wikidata.org/entity/Q13377,Prato,Point(11.096561111 43.880813888),1877
http://www.wikidata.org/entity/Q1673513,Isaac Samuel Reggio,http://www.wikidata.org/entity/Q6596,Gorizia,Point(13.6193 45.9352),1784
http://www.wikidata.org/entity/Q1673956,Isidoro Del Lungo,http://www.wikidata.org/entity/Q52089,Montevarchi,Point(11.567866666 43.523397222),1841
http://www.wikidata.org/entity/Q2395209,Giovanni Domenico da Nola,http://www.wikidata.org/entity/Q72288,Nola,Point(14.533333333 40.933333333),1510
http://www.wikidata.org/entity/Q2397918,Iginio Ugo Tarchetti,http://www.wikidata.org/entity/Q17663,San Salvatore Monferrato,Point(8.566944444 44.995),1839
http://www.wikidata.org/entity/Q1364155,Guido Bentivoglio,http://www.wikidata.org/entity/Q13362,Ferrara,Point(11.619865 44.835297),1577
http://www.wikidata.org/entity/Q1369527,Lucilius Junior,http://www.wikidata.org/entity/Q1438,Campania,Point(14.783333333 40.75),6
http://www.wikidata.org/entity/Q1370344,Piergiorgio Welby,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1945
http://www.wikidata.org/entity/Q1372875,Maffeo Vegio,http://www.wikidata.org/entity/Q6244,Lodi,Point(9.5 45.316666666),1407
http://www.wikidata.org/entity/Q1373370,Eugenius of Palermo,http://www.wikidata.org/entity/Q2656,Palermo,Point(13.361262 38.115658),1200
http://www.wikidata.org/entity/Q1375676,Silvio Stampiglia,http://www.wikidata.org/entity/Q242793,Lanuvio,Point(12.7 41.683333333),1664
http://www.wikidata.org/entity/Q1377174,Sergio Corazzini,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1886
http://www.wikidata.org/entity/Q1378908,Trilussa,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1871
http://www.wikidata.org/entity/Q2005168,Nunzio Morello,http://www.wikidata.org/entity/Q2656,Palermo,Point(13.361262 38.115658),1806
http://www.wikidata.org/entity/Q2020328,Giovanni Aurelio Augurello,http://www.wikidata.org/entity/Q13369,Rimini,Point(12.568333333 44.059444444),1456
http://www.wikidata.org/entity/Q2023130,Omar Pedrini,http://www.wikidata.org/entity/Q6221,Brescia,Point(10.220280555 45.538888888),1967
http://www.wikidata.org/entity/Q2024585,Onorio Longhi,http://www.wikidata.org/entity/Q41041,Viggiù,Point(8.9 45.866666666),1568
http://www.wikidata.org/entity/Q2034402,Federico Frezzi,http://www.wikidata.org/entity/Q20436,Foligno,Point(12.703333333 42.956111111),1346
http://www.wikidata.org/entity/Q2035266,Ercole Bentivoglio,http://www.wikidata.org/entity/Q6247,Mantua,Point(10.791111111 45.156388888),1507
http://www.wikidata.org/entity/Q710070,Piero Valeriano Bolzani,http://www.wikidata.org/entity/Q6558,Belluno,Point(12.215561111 46.140830555),1477
http://www.wikidata.org/entity/Q711964,Cristoforo Landino,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1424
http://www.wikidata.org/entity/Q712713,Claudio Achillini,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888),1574
http://www.wikidata.org/entity/Q714946,Iovianus Pontanus,http://www.wikidata.org/entity/Q20396,Cerreto di Spoleto,Point(12.916666666 42.816666666),1426
http://www.wikidata.org/entity/Q714963,Pietro Candido Decembrio,http://www.wikidata.org/entity/Q6259,Pavia,Point(9.155 45.185280555),1399
http://www.wikidata.org/entity/Q2423068,Paolo Brera,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1949
http://www.wikidata.org/entity/Q2424695,Berto Ricci,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1905
http://www.wikidata.org/entity/Q1383105,Massimo Taccon,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1967
http://www.wikidata.org/entity/Q1383562,Lorenzo Bellini,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1643
http://www.wikidata.org/entity/Q1385125,Iacopo Vittorelli,http://www.wikidata.org/entity/Q47094,Bassano del Grappa,Point(11.736666666 45.768611111),1749
http://www.wikidata.org/entity/Q1391533,Samuel David Luzzatto,http://www.wikidata.org/entity/Q546,Trieste,Point(13.804166666 45.636111111),1800
http://www.wikidata.org/entity/Q1392522,Mauro Macario,http://www.wikidata.org/entity/Q266975,Santa Margherita Ligure,Point(9.210122222 44.334933333),1947
http://www.wikidata.org/entity/Q2755363,Manlio Sgalambro,http://www.wikidata.org/entity/Q488240,Lentini,Point(15.0 37.283333333),1924
http://www.wikidata.org/entity/Q2755854,Alfonso Gatto,http://www.wikidata.org/entity/Q1083,Salerno,Point(14.759722222 40.680555555),1909
http://www.wikidata.org/entity/Q2755859,E. A. Mario,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1884
http://www.wikidata.org/entity/Q1705031,Josef Kostner,http://www.wikidata.org/entity/Q255568,Urtijëi,Point(11.666666666 46.566666666),1933
http://www.wikidata.org/entity/Q1705031,Josef Kostner,http://www.wikidata.org/entity/Q255568,Urtijëi,Point(11.66748 46.57432),1933
http://www.wikidata.org/entity/Q1706440,Joseph Almanzi,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1801
http://www.wikidata.org/entity/Q1706440,Joseph Almanzi,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1814
http://www.wikidata.org/entity/Q2050366,Paolo Ferrarese,http://www.wikidata.org/entity/Q13362,Ferrara,Point(11.619865 44.835297),1600
http://www.wikidata.org/entity/Q2051008,Sole Di Giuseppe,http://www.wikidata.org/entity/Q51812,Alberobello,Point(17.237461111 40.784061111),1921
http://www.wikidata.org/entity/Q2051022,Giuseppe Goffredo,http://www.wikidata.org/entity/Q51812,Alberobello,Point(17.237461111 40.784061111),1956
http://www.wikidata.org/entity/Q2063416,Angelo Lo Jacono,http://www.wikidata.org/entity/Q478741,Paternò,Point(14.9 37.566666666),1838
http://www.wikidata.org/entity/Q1750304,Dario Varotari the Younger,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1650
http://www.wikidata.org/entity/Q1761648,Pietro Cossa,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1830
http://www.wikidata.org/entity/Q1772561,Salomone Fiorentino,http://www.wikidata.org/entity/Q52086,Monte San Savino,Point(11.730833333 43.330277777),1743
http://www.wikidata.org/entity/Q1776913,Modesto Della Porta,http://www.wikidata.org/entity/Q51240,Guardiagrele,Point(14.221591666 42.189222222),1885
http://www.wikidata.org/entity/Q2781577,Nicolò d'Arco,http://www.wikidata.org/entity/Q138473,Arco,Point(10.883333333 45.916666666),1492
http://www.wikidata.org/entity/Q1394495,Gesualdo Bufalino,http://www.wikidata.org/entity/Q34072,Comiso,Point(14.6 36.95),1920
http://www.wikidata.org/entity/Q1394847,Giacomo da Lentini,http://www.wikidata.org/entity/Q488240,Lentini,Point(15.0 37.283333333),1210
http://www.wikidata.org/entity/Q1394860,Pietro della Vigna,http://www.wikidata.org/entity/Q58477,Capua,Point(14.213888888 41.105555555),1190
http://www.wikidata.org/entity/Q1395927,Guido II da Polenta,http://www.wikidata.org/entity/Q13364,Ravenna,Point(12.199444444 44.417777777),1275
http://www.wikidata.org/entity/Q1402189,Melchiorre Murenu,http://www.wikidata.org/entity/Q295248,Macomer,Point(8.7750614 40.2643571),1803
http://www.wikidata.org/entity/Q1402962,Felice Cascione,http://www.wikidata.org/entity/Q2251258,Porto Maurizio,Point(8.02326 43.87954),1918
http://www.wikidata.org/entity/Q1404597,Domenico Tempio,http://www.wikidata.org/entity/Q1903,Catania,Point(15.087269444 37.502669444),1750
http://www.wikidata.org/entity/Q2080788,Giuseppe Gioachino Belli,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1791
http://www.wikidata.org/entity/Q2087202,Antonio Schinella Conti,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1677
http://www.wikidata.org/entity/Q2092881,Piero Heliczer,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1937
http://www.wikidata.org/entity/Q1412431,Filadelfo Mugnos,http://www.wikidata.org/entity/Q488240,Lentini,Point(15.0 37.283333333),1607
http://www.wikidata.org/entity/Q1413816,Filippo Beroaldo der Jüngere,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888),1472
http://www.wikidata.org/entity/Q1431017,Pietro Ruggeri da Stabello,http://www.wikidata.org/entity/Q101812,Zogno,Point(9.665555555 45.793888888),1797
http://www.wikidata.org/entity/Q1433799,Luisa Bergalli,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1703
http://www.wikidata.org/entity/Q1433799,Luisa Bergalli,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1703
http://www.wikidata.org/entity/Q1436156,Giovanni Giraud,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1776
http://www.wikidata.org/entity/Q1439364,Fosco Maraini,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1912
http://www.wikidata.org/entity/Q1439364,Fosco Maraini,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1912
http://www.wikidata.org/entity/Q1440903,Francesco Antonio Tullio,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1660
http://www.wikidata.org/entity/Q1440962,Francesco Cangiullo,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1884
http://www.wikidata.org/entity/Q1441093,Francesco Leonetti,http://www.wikidata.org/entity/Q13619,Cosenza,Point(16.25 39.3),1924
http://www.wikidata.org/entity/Q1441226,Francesco Silvani,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1660
http://www.wikidata.org/entity/Q1442651,Franco Prete,http://www.wikidata.org/entity/Q5475,Treviso,Point(12.242219444 45.672219444),1933
http://www.wikidata.org/entity/Q1445568,Massimo Ferretti,http://www.wikidata.org/entity/Q123941,"Chiaravalle, Marche",Point(13.325680555 43.599669444),1935
http://www.wikidata.org/entity/Q1449571,Francesco Masala,http://www.wikidata.org/entity/Q391035,Nughedu San Nicolò,Point(9.0213203 40.5561674),1916
http://www.wikidata.org/entity/Q2440848,Tommaso Gherardi del Testa,http://www.wikidata.org/entity/Q103279,Terricciola,Point(10.680833333 43.525555555),1814
http://www.wikidata.org/entity/Q2440848,Tommaso Gherardi del Testa,http://www.wikidata.org/entity/Q103279,Terricciola,Point(10.680833333 43.525555555),1818
http://www.wikidata.org/entity/Q2445805,Toti Scialoja,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1914
http://www.wikidata.org/entity/Q2457329,Fausto Maria Martini,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1886
http://www.wikidata.org/entity/Q2460930,Andrea Maffei,http://www.wikidata.org/entity/Q493047,Molina di Ledro,Point(10.783333333 45.866666666),1798
http://www.wikidata.org/entity/Q2460930,Andrea Maffei,http://www.wikidata.org/entity/Q493047,Molina di Ledro,Point(10.77408 45.87095),1798
http://www.wikidata.org/entity/Q2469233,Ippolita Maria Sforza,http://www.wikidata.org/entity/Q6231,Cremona,Point(10.033333333 45.133333333),1445
http://www.wikidata.org/entity/Q2473936,Ibn Hamdis,http://www.wikidata.org/entity/Q487174,Noto,Point(15.083333333 36.883333333),1056
http://www.wikidata.org/entity/Q1482881,Tullo Gramantieri,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1898
http://www.wikidata.org/entity/Q1816689,Lelio Della Torre,http://www.wikidata.org/entity/Q5968,Cuneo,Point(7.55 44.383333333),1805
http://www.wikidata.org/entity/Q1858041,Salvatore Di Giacomo,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1860
http://www.wikidata.org/entity/Q1490588,Gabriele Rossetti,http://www.wikidata.org/entity/Q51313,Vasto,Point(14.708219444 42.111588888),1783
http://www.wikidata.org/entity/Q1495313,Giovanni Daneo,http://www.wikidata.org/entity/Q17327,Castellazzo Bormida,Point(8.578333333 44.846111111),1824
http://www.wikidata.org/entity/Q1504682,Giuseppe Revere,http://www.wikidata.org/entity/Q546,Trieste,Point(13.804166666 45.636111111),1812
http://www.wikidata.org/entity/Q1522649,Gianni Toti,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1924
http://www.wikidata.org/entity/Q1525709,Giannambrogio Migliavacca,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1718
http://www.wikidata.org/entity/Q1526100,Giovanni Filoteo Achillini,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888),1466
http://www.wikidata.org/entity/Q1526481,Giovita Scalvini,http://www.wikidata.org/entity/Q103582,Botticino,Point(10.307777777 45.533888888),1791
http://www.wikidata.org/entity/Q1526652,Albinovanus Pedo,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),-100
http://www.wikidata.org/entity/Q1526798,Paolo Pola,http://www.wikidata.org/entity/Q5475,Treviso,Point(12.242219444 45.672219444),1773
http://www.wikidata.org/entity/Q1527033,Girolamo Frigimelica,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1653
http://www.wikidata.org/entity/Q1527055,Girolamo Muzio,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1496
http://www.wikidata.org/entity/Q1527077,Girolamo de Rada,http://www.wikidata.org/entity/Q10322726,Macchia Albanese,Point(16.38123 39.58096),1814
http://www.wikidata.org/entity/Q1527917,Giuliano Dati,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1445
http://www.wikidata.org/entity/Q1528124,Giuseppe Antonio Borgese,http://www.wikidata.org/entity/Q502657,Polizzi Generosa,Point(13.999166666 37.811944444),1882
http://www.wikidata.org/entity/Q1528147,Giuseppe Barbieri,http://www.wikidata.org/entity/Q47094,Bassano del Grappa,Point(11.736666666 45.768611111),1774
http://www.wikidata.org/entity/Q1528147,Giuseppe Barbieri,http://www.wikidata.org/entity/Q47094,Bassano del Grappa,Point(11.736666666 45.768611111),1774
http://www.wikidata.org/entity/Q1528696,Giuseppe Valentini,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1681
http://www.wikidata.org/entity/Q2825078,Adriano Morselli,http://www.wikidata.org/entity/Q38,Italy,Point(12.5 42.5),1600
http://www.wikidata.org/entity/Q2832734,Alessandra Vignoli,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888),1943
http://www.wikidata.org/entity/Q2832742,Alessandro Allegri,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1560
http://www.wikidata.org/entity/Q2832756,Alessandro Braccesi,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1445
http://www.wikidata.org/entity/Q2832756,Alessandro Braccesi,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1445
http://www.wikidata.org/entity/Q2529303,Maria Luisa Spaziani,http://www.wikidata.org/entity/Q495,Turin,Point(7.7 45.066666666),1922
http://www.wikidata.org/entity/Q2530566,Vojeslav Molé,http://www.wikidata.org/entity/Q6596,Gorizia,Point(13.6193 45.9352),1886
http://www.wikidata.org/entity/Q2539391,Nelo Risi,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1920
http://www.wikidata.org/entity/Q2543823,Cornelio Bentivoglio,http://www.wikidata.org/entity/Q13362,Ferrara,Point(11.619865 44.835297),1668
http://www.wikidata.org/entity/Q2560882,Angiolo Silvio Novaro,http://www.wikidata.org/entity/Q268955,Diano Marina,Point(8.082025 43.909930555),1866
http://www.wikidata.org/entity/Q2564714,Andrea da Barberino,http://www.wikidata.org/entity/Q82615,Barberino Val d'Elsa,Point(11.171461916 43.542304307),1370
http://www.wikidata.org/entity/Q2566618,Renato Fucini,http://www.wikidata.org/entity/Q206242,Monterotondo Marittimo,Point(10.855555555 43.146111111),1843
http://www.wikidata.org/entity/Q2574772,Gianfrancesco Guarnieri,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1934
http://www.wikidata.org/entity/Q2143641,Renato Terra,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1922
http://www.wikidata.org/entity/Q2148785,Riccardo Selvatico,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1849
http://www.wikidata.org/entity/Q2160344,Virgilio Giotti,http://www.wikidata.org/entity/Q546,Trieste,Point(13.804166666 45.636111111),1885
http://www.wikidata.org/entity/Q2166268,Alojz Rebula,http://www.wikidata.org/entity/Q3006145,San Pelagio,Point(13.68687 45.76468),1924
http://www.wikidata.org/entity/Q2166268,Alojz Rebula,http://www.wikidata.org/entity/Q3006145,San Pelagio,Point(13.75 45.733333333),1924
http://www.wikidata.org/entity/Q2166268,Alojz Rebula,http://www.wikidata.org/entity/Q3006145,San Pelagio,Point(13.68687 45.76468),1924
http://www.wikidata.org/entity/Q2166268,Alojz Rebula,http://www.wikidata.org/entity/Q3006145,San Pelagio,Point(13.75 45.733333333),1924
http://www.wikidata.org/entity/Q1870200,Lorenzo Calogero,http://www.wikidata.org/entity/Q54625,Melicuccà,Point(15.88153 38.30311),1910
http://www.wikidata.org/entity/Q1873306,Luciano Folgore,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1888
http://www.wikidata.org/entity/Q1873744,Lucrezia Marinella,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1571
http://www.wikidata.org/entity/Q1876177,Luigi Groto,http://www.wikidata.org/entity/Q34615,Adria,Point(12.05 45.05),1541
http://www.wikidata.org/entity/Q1876253,Luigi Santucci,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1918
http://www.wikidata.org/entity/Q1896873,Marianne Rein,http://www.wikidata.org/entity/Q1449,Genoa,Point(8.933983333 44.407186111),1911
http://www.wikidata.org/entity/Q2846296,Andrea Barbato,http://www.wikidata.org/entity/Q220,Rome,Point(12.482777777 41.893055555),1934
http://www.wikidata.org/entity/Q2846304,Andrea Cacciavillani,http://www.wikidata.org/entity/Q221126,Agnone,Point(14.3785 41.8104),1970
http://www.wikidata.org/entity/Q2846336,Andrea Genovese,http://www.wikidata.org/entity/Q13666,Messina,Point(15.55 38.183333333),1937
http://www.wikidata.org/entity/Q1930983,Michelangelo Buonarroti,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1568
http://www.wikidata.org/entity/Q1934201,Tito Vespasiano Strozzi,http://www.wikidata.org/entity/Q13362,Ferrara,Point(11.619865 44.835297),1424
http://www.wikidata.org/entity/Q1937725,Theodor Däubler,http://www.wikidata.org/entity/Q546,Trieste,Point(13.804166666 45.636111111),1876
http://www.wikidata.org/entity/Q1949055,Mose Rieti,http://www.wikidata.org/entity/Q13396,Rieti,Point(12.856702 42.40443),1388
http://www.wikidata.org/entity/Q2240081,Lucius Pomponius,http://www.wikidata.org/entity/Q1891,Bologna,Point(11.342777777 44.493888888),-99
http://www.wikidata.org/entity/Q2245720,Cielo d'Alcamo,http://www.wikidata.org/entity/Q38,Italy,Point(12.5 42.5),1201
http://www.wikidata.org/entity/Q1544129,Grazia Pierantoni-Mancini,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1841
http://www.wikidata.org/entity/Q1553623,Guido Mazzoni,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1859
http://www.wikidata.org/entity/Q2849524,Angelo di Costanzo,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1507
http://www.wikidata.org/entity/Q2850286,Leonida Rèpaci,http://www.wikidata.org/entity/Q54633,Palmi,Point(15.85 38.366666666),1898
http://www.wikidata.org/entity/Q2246931,Carlo Betocchi,http://www.wikidata.org/entity/Q495,Turin,Point(7.7 45.066666666),1899
http://www.wikidata.org/entity/Q2248723,Roberto Vecchioni,http://www.wikidata.org/entity/Q40906,Carate Brianza,Point(9.233333333 45.683333333),1943
http://www.wikidata.org/entity/Q2248902,Giorgio Baffo,http://www.wikidata.org/entity/Q641,Venice,Point(12.331944444 45.439722222),1694
http://www.wikidata.org/entity/Q2250278,Felice Cavallotti,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444),1842
http://www.wikidata.org/entity/Q2252828,Renzo Novatore,http://www.wikidata.org/entity/Q269947,"Arcola, Liguria",Point(9.905863888 44.114552777),1890
http://www.wikidata.org/entity/Q2252971,Vincenzo da Filicaja,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1642
http://www.wikidata.org/entity/Q2258340,Ercole Strozzi,http://www.wikidata.org/entity/Q13362,Ferrara,Point(11.619865 44.835297),1473
http://www.wikidata.org/entity/Q2259161,Carlo Innocenzo Frugoni,http://www.wikidata.org/entity/Q1449,Genoa,Point(8.933983333 44.407186111),1692
http://www.wikidata.org/entity/Q2260338,Scipione Capece,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.833333333),1480
http://www.wikidata.org/entity/Q2271183,Dino Campana,http://www.wikidata.org/entity/Q82759,Marradi,Point(11.616666666 44.083333333),1885
http://www.wikidata.org/entity/Q2280013,Giuseppe Schirò,http://www.wikidata.org/entity/Q489267,Piana degli Albanesi,Point(13.283333333 38.0),1865
http://www.wikidata.org/entity/Q2280676,Carmine Abate,http://www.wikidata.org/entity/Q54497,Carfizzi,Point(16.975925 39.306497222),1954
http://www.wikidata.org/entity/Q2281829,Amalia Guglielminetti,http://www.wikidata.org/entity/Q495,Turin,Point(7.7 45.066666666),1881
http://www.wikidata.org/entity/Q2282958,Joseph the Hymnographer,http://www.wikidata.org/entity/Q13670,Syracuse,Point(15.2875 37.069166666),816
http://www.wikidata.org/entity/Q2293943,Cristina Ali Farah,http://www.wikidata.org/entity/Q2028,Verona,Point(10.992777777 45.438611111),1973
http://www.wikidata.org/entity/Q1638370,Giorgio Caproni,http://www.wikidata.org/entity/Q6761,Livorno,Point(10.316666666 43.55),1912
http://www.wikidata.org/entity/Q1643071,Francesco Xanto Avelli,http://www.wikidata.org/entity/Q6572,Rovigo,Point(11.794 45.0809),1480
http://www.wikidata.org/entity/Q2857073,Antoni Ballero,http://www.wikidata.org/entity/Q166282,Alghero,Point(8.315 40.56),1927
http://www.wikidata.org/entity/Q2857170,Antonio Alamanni,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1464
http://www.wikidata.org/entity/Q2857327,Antonio Loschi,http://www.wikidata.org/entity/Q6537,Vicenza,Point(11.55 45.55),1368
http://www.wikidata.org/entity/Q2857377,Antonio Neri,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1576
http://www.wikidata.org/entity/Q2862087,Armando Perotti,http://www.wikidata.org/entity/Q3519,Bari,Point(16.866666666 41.125277777),1865
http://www.wikidata.org/entity/Q2874923,Aimaro Monaco dei Corbizzi,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1101
http://www.wikidata.org/entity/Q1587432,"Francesco Scipione, marchese di Maffei",http://www.wikidata.org/entity/Q2028,Verona,Point(10.992777777 45.438611111),1675
http://www.wikidata.org/entity/Q1607861,Antonio Bodrero,http://www.wikidata.org/entity/Q20062,Frassino,Point(7.283333333 44.566666666),1921
http://www.wikidata.org/entity/Q1611295,Gerolamo Araolla,http://www.wikidata.org/entity/Q13629,Sassari,Point(8.559166666 40.726666666),1542
http://www.wikidata.org/entity/Q1619529,Giuseppe Schirò Di Maggio,http://www.wikidata.org/entity/Q489267,Piana degli Albanesi,Point(13.283333333 38.0),1944
http://www.wikidata.org/entity/Q2632451,Isabella Andreini,http://www.wikidata.org/entity/Q617,Padua,Point(11.877777777 45.406388888),1562
http://www.wikidata.org/entity/Q2640854,Giulio Cesare Croce,http://www.wikidata.org/entity/Q94990,San Giovanni in Persiceto,Point(11.185 44.640833333),1550
http://www.wikidata.org/entity/Q1996716,Norbert Conrad Kaser,http://www.wikidata.org/entity/Q185541,Brixen,Point(11.65 46.716666666),1947
http://www.wikidata.org/entity/Q2303706,Sosiphanes,http://www.wikidata.org/entity/Q4420718,ancient Syracuse,Point(15.28333333 37.08333333),-400
http://www.wikidata.org/entity/Q2303706,Sosiphanes,http://www.wikidata.org/entity/Q4420718,ancient Syracuse,Point(15.283333333 37.083333333),-400
http://www.wikidata.org/entity/Q2303706,Sosiphanes,http://www.wikidata.org/entity/Q4420718,ancient Syracuse,Point(15.28333333 37.08333333),-356
http://www.wikidata.org/entity/Q2303706,Sosiphanes,http://www.wikidata.org/entity/Q4420718,ancient Syracuse,Point(15.283333333 37.083333333),-356
http://www.wikidata.org/entity/Q2319650,Pierre Chanoux,http://www.wikidata.org/entity/Q34947,Champorcher,Point(7.616666666 45.616666666),1828
http://www.wikidata.org/entity/Q2327193,Sebastiano Mazzoni,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888),1611
http://www.wikidata.org/entity/Q2327335,Pietro Zorutti,http://www.wikidata.org/entity/Q53126,Dolegna del Collio,Point(13.483333333 46.033333333),1792
